scheme_code,scheme_name
119797,L&T Banking and PSU Debt Fund - Direct Plan - Weekly IDCW
119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH
119799,SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
119800,SBI Liquid Fund - DIRECT PLAN -Growth
119801,L&T Equity Savings Fund- Direct Plan-Quarterly IDCW
119802,L&T Equity Savings Fund - Direct Plan-Growth
119803,L&T Equity Savings Fund - Direct Plan-Monthly IDCW
119804,SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)
119805,SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
119806,L&T Mid Cap Fund-Direct Plan -IDCW
119807,L&T Mid Cap Fund-Direct Plan-Growth
119808,L&T Low Duration Fund-Direct Plan-IDCW
119809,L&T Low Duration Fund-Direct Plan-Growth
119810,SBI Magnum Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
119811,SBI Magnum Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)
119812,SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH
119813,SBI Short Term Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
119815,SBI Short Term Debt Fund - Direct Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)
119816,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH
119817,SBI Short Term Debt Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
119818,SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
119819,SBI Magnum Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
119820,SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
119821,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH
119822,SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW)
119823,SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
119824,SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - GROWTH
119825,SBI Magnum Medium Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
119826,SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH
119828,SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH
119829,SBI Magnum Ultra Short Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
119831,SBI Overnight Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
119832,SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
119833,SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH
119834,SBI Focused Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
119835,SBI CONTRA FUND - DIRECT PLAN - GROWTH
119836,SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
119837,SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)
119838,SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
119839,SBI Conservative Hybrid Fund - Direct Plan - Growth
119840,SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)
119841,SBI Multi Asset Allocation Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
119842,SBI Multi Asset Allocation Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
119843,SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH
119844,L&T Triple Ace Bond Fund - Direct Plan -Growth
119846,L&T Triple Ace Bond Fund - Direct Plan -Semi Annual IDCW
119847,L&T Triple Ace Bond Fund -Direct Plan- Quarterly IDCW
119848,L&T Ultra Short Term Fund- Direct Plan - Daily IDCW
119849,L&T Ultra Short Term Fund-Direct Plan - Growth
119850,L&T Ultra Short Term Fund- Direct Plan- Weekly IDCW
119851,L&T Ultra Short Term Fund-Direct Plan -Monthly IDCW
119852,L&T Conservative Hybrid Fund -Direct Plan- Growth
119853,L&T Conservative Hybrid Fund -Direct Plan-Monthly IDCW
119854,L&T Conservative Hybrid Fund -Direct Plan-Quarterly IDCW
119856,L&T Short Term Bond Fund -Direct Plan- Growth
119857,L&T Short Term Bond Fund -Direct Plan -  Monthly IDCW
119858,L&T Short Term Bond Fund - Direct Plan - Quarterly IDCW
119861,Tata Liquid Fund- Direct Plan-Growth Option
119862,Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option
119863,Tata Treasury Advantage Fund - Direct Plan - Growth Option
119864,Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option
119865,Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option
119876,Tata Income Fund - Direct Plan - Growth Option
119877,TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option
119893,BNP Paribas LARGE CAP Fund - Direct Plan - Growth Option
119894,BNP Paribas LARGE CAP Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option
119949,Tata Short Term Bond Fund - Direct Plan - Growth Option
119950,Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option
119953,Tata Gilt Securities Fund- Direct Plan - Growth Option
119954,Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option
119957,Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option
119958,Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option
119959,Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option
119960,Tata Equity Savings Fund- Direct Plan- Growth Option
119983,BNP Paribas Corporate Bond Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option
119984,BNP Paribas Corporate Bond Fund - Direct Plan - Growth Option
119985,BNP Paribas Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
119986,BNP Paribas Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option
119987,BNP Paribas MULTI CAP Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option
119988,BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option
119991,BNP Paribas Flexi Debt Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option
119992,BNP Paribas Flexi Debt Fund - Direct Plan - Growth Option
119993,BNP Paribas Flexi Debt Fund - Direct Plan - Half Yearly Income Distribution cum Capital Withdrawal Option
119994,BNP Paribas Flexi Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
119995,BNP Paribas Flexi Debt Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option
119996,BNP Paribas Flexi Debt Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option
120001,BNP Paribas Mid Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option
120002,BNP Paribas Mid Cap Fund - Direct Plan - Growth Option
120007,BNP Paribas LOW DURATION Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option
120008,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option
120009,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
120010,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option
120029,HSBC Large Cap Fund - Direct IDCW
120030,HSBC Large Cap Fund - Direct Growth
120035,HSBC Brazil Fund - Growth Direct
120036,HSBC Brazil Fund - IDCW Direct Plan
120037,HSBC Liquid Fund - Direct Daily IDCW
120038,HSBC Liquid Fund -  Growth Direct
120039,HSBC Liquid Fund - Direct Monthly IDCW
120040,HSBC Liquid Fund - Direct Weekly IDCW
120043,HSBC Global Emerging Market Fund - Growth Direct
120044,HSBC Global Emerging Markets Fund - IDCW Direct Plan
120045,HSBC Flexi Cap Fund - Direct IDCW
120046,HSBC Flexi Cap Fund - Direct Growth
120048,HSBC Dynamic Bond Fund - Direct Growth
120049,HSBC Dynamic Bond Fund - Direct Monthly IDCW
120051,HSBC Dynamic Bond Fund - Direct Monthly IDCW
120059,HSBC Medium to Long Duration Fund - Direct Growth
120060,HSBC Short Duration Fund - Direct Monthly IDCW (Closed)
120061,HSBC Short Duration Fund - Direct Monthly IDCW
120062,HSBC Short Duration Fund - Direct Growth
120063,HSBC Low Duration Fund - Direct Monthly IDCW
120065,HSBC Low Duration Fund - Direct Monthly IDCW
120066,HSBC Low Duration Fund - Direct Growth
120073,HSBC Conservative Hybrid Fund - Direct Growth
120074,HSBC Conservative Hybrid Fund - Direct Monthly IDCW
120075,HSBC Conservative Hybrid Fund - Direct Quarterly IDCW
120078,HSBC Tax Saver Equity Fund - IDCW Direct Plan
120079,HSBC Tax Saver Equity Fund - Growth Direct
120082,BNP Paribas Conservative Hybrid Fund - Direct Plan - Growth Option
120083,BNP Paribas Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option
120086,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option
120111,BNP Paribas Conservative Hybrid Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option
120131,BNP Paribas Short Term Fund - Direct Plan - Growth Option
120132,BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
120133,BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option
120134,BNP Paribas Short Term Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option
120135,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option
120136,SBI Magnum Constant Maturity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
120137,SBI MAGNUM CONSTANT MATURITY FUND - DIRECT PLAN - GROWTH
120146,BNP Paribas Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option
120147,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option
120152,Kotak Large Cap  Fund - Growth - Direct
120153,Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct
120154,Kotak Debt Hybrid - Growth - Direct
120155,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct
120157,Kotak Large & Midcap Fund - IDCW-Direct
120158,Kotak Large & Midcap Fund - Direct- Growth
120163,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct
120164,Kotak-Small Cap Fund - Growth - Direct
120165,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct
120166,Kotak Flexicap Fund - Growth - Direct
120185,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW
120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth
120187,ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW
120188,ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW
120189,ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW
120190,ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW
120191,ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others
120196,ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW
120197,ICICI Prudential Liquid Fund - Direct Plan - Growth
120198,ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW
120209,ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW
120210,ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW
120211,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth
120212,ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW
120213,ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW
120216,ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others
120242,ICICI Prudential Multi Sector Passive FOF - Direct Plan - Growth
120243,ICICI Prudential Multi Sector Passive FOF - Direct Plan -  IDCW
120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth
120245,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW
120248,LIC MF Liquid Fund-Direct Plan-Daily IDCW
120249,LIC MF Liquid Fund-Direct Plan-Growth
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth
120252,ICICI Prudential Equity & Debt Fund - Direct Plan - Monthly IDCW
120255,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth
120257,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW
120259,LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment
120260,LIC MF Aggressive Hybrid Fund-Direct Plan-IDCW
120261,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth
120263,LIC MF Flexi Cap Fund-Direct Plan-IDCW
120264,LIC MF Flexi Cap Fund-Direct Plan-Growth
120267,LIC MF Large Cap Fund-Direct Plan-Growth
120268,LIC MF Large Cap Fund-Direct Plan-IDCW
120269,LIC MF ELSS Tax Saver-Direct Plan-IDCW
120270,LIC MF ELSS Tax Saver-Direct Plan-Growth
120274,LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW
120275,LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW
120276,LIC MF Conservative Hybrid Fund-Direct Plan-Growth
120277,LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW
120278,LIC MF Medium to Long Duration Fund-Direct Plan-IDCW
120279,LIC MF Medium to Long Duration Fund-Direct Plan-Growth
120282,LIC MF Gilt Fund-Direct Plan-Growth
120283,LIC MF Gilt Fund-Direct Plan-IDCW
120285,LIC MF Children's Fund-Direct Plan-Growth
120299,UTI MMF - Direct Plan - Growth Option
120304,UTI-  Liquid Cash Plan - Direct Plan - Growth Option
120307,LIC MF Nifty 50 Index Fund-Direct Plan-Growth
120308,LIC MF BSE Sensex Index Fund-Direct Plan-Growth
120309,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW
120312,LIC MF BSE Sensex Index Fund-Direct Plan-IDCW
120313,ICICI Prudential Income plus Arbitrage Omni FOF - Direct Plan - Growth
120314,ICICI Prudential Income plus Arbitrage Omni FOF - Direct Plan - IDCW
120315,LIC MF Low Duration Fund-Direct Plan-Growth
120316,LIC MF Low Duration Fund-Direct Plan-Daily IDCW
120317,LIC MF Low Duration Fund-Direct Plan-Monthly IDCW
120318,LIC MF Low Duration Fund-Direct Plan-Weekly IDCW
120322,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - IDCW
120323,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth
120332,Invesco India Balanced Advantage Fund - Direct Plan - IDCW (Payout / Reinvestment)
120333,Invesco India Balanced Advantage Fund - Direct Plan - Growth
120334,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth
120335,ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW
120336,LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW
120337,LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW
120338,LIC MF Banking & PSU Fund-Direct Plan-Growth
120339,LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW
120348,Invesco India Contra Fund - Direct Plan - Growth
120349,Invesco India Contra Fund - Direct Plan - IDCW (Payout / Reinvestment)
120350,LIC MF Infrastructure Fund-Direct Plan-IDCW
120351,LIC MF Infrastructure Fund-Direct Plan-Growth
120356,Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment)
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth
120364,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth
120365,ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW
120376,ICICI Prudential Balanced Advantage Fund - Direct Plan -  IDCW
120377,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth
120380,ICICI Prudential MidCap Fund - Direct Plan -  IDCW
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth
120384,Invesco India Financial Services Fund - Direct Plan - IDCW (Payout / Reinvestment)
120385,Invesco India Financial Services Fund - Direct Plan - Growth
120388,Axis Liquid Fund - Direct Plan - Daily IDCW
120389,Axis Liquid Fund - Direct Plan - Growth Option
120390,Axis Liquid Fund - Direct Plan - Weekly IDCW
120391,Axis Liquid Fund - Direct Plan - Monthly IDCW
120392,Invesco India Largecap Fund - Direct Plan - Growth
120393,Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment)
120394,Invesco India PSU Equity Fund - Direct Plan - IDCW (Payout / Reinvestment)
120395,Invesco India PSU Equity Fund - Direct Plan - Growth
120396,ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW
120397,ICICI Prudential Savings Fund - Direct Plan - Daily IDCW
120398,ICICI Prudential Savings Fund - Direct Plan - Growth
120399,ICICI Prudential Savings Fund - Direct Plan - IDCW Others
120400,Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment)
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option
120402,Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment)
120403,Invesco India Midcap Fund - Direct Plan - Growth Option
120404,Invesco India Infrastructure Fund - Direct Plan - IDCW (Payout / Reinvestment)
120405,Invesco India Infrastructure Fund - Direct Plan - Growth Option
120406,JM Liquid Fund (Direct) - Growth Option
120407,JM Liquid Fund (Direct) - Weekly IDCW
120408,JM Liquid Fund (Direct) - Quarterly IDCW
120410,JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units
120411,JM Liquid Fund (Direct) - Daily IDCW
120412,Invesco India Multicap Fund - Direct Plan - IDCW (Payout / Reinvestment)
120413,Invesco India Multicap Fund - Direct Plan - Growth Option
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth
120417,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW Payout
120423,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW
120424,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW
120425,ICICI Prudential Floating Interest Fund - Direct Plan - Growth
120426,ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others
120427,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW
120428,JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units
120430,JM Medium to Long Duration Fund (Direct) - Growth Option
120431,JM Medium to Long Duration Fund (Direct) - Quarterly IDCW
120432,JM Dynamic Bond Fund (Direct) - Daily IDCW
120433,JM Dynamic Bond Fund (Direct) - Weekly IDCW
120434,JM Dynamic Bond Fund (Direct) - IDCW
120435,JM Dynamic Bond Fund - (Direct) - Growth Option
120436,Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW
120437,Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW
120438,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option
120439,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW
120443,Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment)
120444,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option
120445,Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120447,Axis Gilt Fund - Direct Plan - Growth Option
120449,Axis Gilt Fund - Direct Plan - Regular IDCW
120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option
120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW
120465,Axis Large Cap Fund - Direct Plan - Growth
120466,Axis Large Cap Fund - Direct Plan - IDCW
120467,Axis Focused Fund - Direct Plan - IDCW
120468,Axis Focused Fund - Direct Plan - Growth Option
120472,Axis Gold Fund - Direct Plan - IDCW
120473,Axis Gold Fund - Direct Plan - Growth option
120474,Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW
120475,Axis Strategic Bond Fund - Direct Plan - Growth Option
120476,Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW
120477,Axis Conservative Hybrid Fund - Direct Plan - Annual IDCW
120478,Axis Conservative Hybrid Fund - Direct Plan - Half Yearly
120479,Axis Conservative Hybrid Fund - Direct Plan - Quarterly
120480,Axis Conservative Hybrid Fund - Direct Plan - Growth Option
120481,JM Arbitrage Fund (Direct)- IDCW
120482,JM Arbitrage Fund (Direct) - Growth Option
120483,JM Aggressive Hybrid Fund (Direct) - IDCW
120484,JM Aggressive Hybrid Fund (Direct) - Growth Option
120485,JM Value Fund (Direct) - IDCW
120486,JM Value Fund (Direct) - Growth Option
120487,JM Focused Fund (Direct) -  IDCW
120488,JM Focused Fund (Direct)  - Growth Option
120489,JM Large Cap Fund (Direct) - IDCW
120490,JM Large Cap Fund (Direct) - Growth Option
120491,JM Flexicap Fund (Direct) - IDCW
120492,JM Flexicap Fund (Direct) - Growth Option
120493,JM ELSS Tax Saver Fund (Direct) - IDCW
120494,JM ELSS Tax Saver Fund (Direct) - Growth Option
120496,Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120497,Invesco India Corporate Bond Fund - Direct Plan - Growth
120499,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)
120500,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)
120501,Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)
120502,Axis ELSS Tax Saver Fund - Direct Plan - IDCW
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
120504,Axis Midcap Fund - Direct Plan - IDCW
120505,Axis Midcap Fund - Direct Plan - Growth
120506,Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment)
120507,Invesco India Money Market Fund - Direct Plan - Growth
120508,Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)
120509,Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120510,Axis Short Duration Fund - Direct Plan - Growth Option
120511,Axis Short Duration Fund - Direct Plan - Monthly IDCW
120512,Axis Short Duration Fund - Direct Plan - Weekly IDCW
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option
120514,Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW
120515,Axis Treasury Advantage Fund - Direct Plan - Daily IDCW
120516,Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth
120518,Aditya Birla Sun Life Equity Hybrid'95 Fund -DIRECT - IDCW
120519,Invesco India Gilt Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)
120520,Invesco India Gilt Fund - Direct  Plan - Growth
120521,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
120522,Invesco India Gilt Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)
120523,Axis Multi Asset Allocation Fund - Direct Plan - Monthly IDCW
120524,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option
120530,Invesco India Gold ETF Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)
120531,Invesco India Gold ETF Fund of Fund - Direct Plan - Growth
120534,Invesco India Liquid Fund - Direct Plan- Daily IDCW (Reinvestment)
120535,Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment)
120536,Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120537,Invesco India Liquid Fund - Direct Plan - Growth
120538,Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW
120539,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan
120541,Invesco India Ultra Short Duration Fund - Direct Plan - Growth
120542,Invesco India Ultra Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120543,Invesco India Ultra Short Duration Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)
120544,Invesco India Ultra Short Duration Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)
120545,Aditya Birla Sun Life Gold Fund-DIRECT - IDCW
120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan
120550,Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW
120558,UTI Liquid Fund - Direct Plan - Daily IDCW (Reinvestment)
120559,Invesco India Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)
120560,Invesco India Short Duration Fund - Direct Plan - Growth
120561,Invesco India Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120562,Invesco India Short Duration Fund - Direct Plan -Weekly IDCW (Reinvestment)
120563,Invesco India Short Duration Fund - Direct Plan -Discretionary IDCW (Payout / Reinvestment)
120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan
120565,Aditya Birla Sun Life Flexi Cap Fund -DIRECT - IDCW
120566,Invesco India Low Duration Fund - Direct Plan -Daily IDCW (Reinvestment)
120567,Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)
120568,Invesco India Low Duration Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment)
120569,Invesco India Treasury Advantage Fund - Direct Plan - Bonus
120570,Invesco India Low Duration Fund - Direct Plan - Growth
120571,Invesco India Low Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
120575,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH
120576,SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH
120577,SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH
120578,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH
120579,ICICI Prudential Children's Fund - Direct Plan
120585,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth
120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth
120588,ICICI Prudential FMCG Fund - Direct Plan -  IDCW
120589,ICICI Prudential Gilt Fund - Direct Plan - IDCW
120590,ICICI Prudential Gilt Fund - Direct Plan - Growth
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth
120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth
120593,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth
120595,ICICI Prudential Technology Fund - Direct Plan -  IDCW
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth
120597,ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW
120598,ICICI Prudential Multicap Fund - Direct Plan -  IDCW
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth
120600,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW
120601,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW
120602,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth
120604,ICICI Prudential All Seasons Bond Fund - Direct Plan - Weekly IDCW
120613,ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW
120614,ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW
120615,ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW
