scheme_code,scheme_name
120616,ICICI Prudential Regular Savings Fund - Direct Plan - Growth
120617,ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly
120618,ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly
120619,ICICI Prudential Bond Fund - Direct Plan - Growth
120620,ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth
120622,ICICI Prudential Infrastructure Fund - Direct Plan -  IDCW
120656,UTI Large Cap Fund - Direct Plan - Growth Option
120657,UTI Large Cap Fund - Direct Plan - IDCW
120662,UTI - Flexi Cap Fund-Growth Option - Direct
120663,UTI Flexi Cap Fund - Direct Plan - IDCW
120664,UTI Large & Mid Cap Fund - Direct Plan - IDCW
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option
120670,ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth
120671,ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW
120672,ICICI Prudential Medium Term Bond Fund - Direct Plan - Half Yearly IDCW
120673,UTI Aggressive Hybrid Fund - Direct Plan - IDCW
120674,UTI Aggressive Hybrid Fund -Direct Plan - Growth
120675,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly IDCW
120676,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth
120677,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly IDCW
120678,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Half Yearly IDCW
120679,ICICI Prudential Dynamic Asset Allocation Active FOF - Direct Plan - Growth
120680,ICICI Prudential Dynamic Asset Allocation Active FOF - Direct Plan - IDCW
120681,UTI MNC Fund - Direct Plan - IDCW
120682,UTI - MNC Fund - Growth Option - Direct
120683,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth
120685,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  Growth
120686,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  IDCW
120687,ICICI Prudential Exports & Services Fund - Direct Plan - IDCW
120688,ICICI Prudential Exports & Services Fund - Direct Plan - Growth
120689,UTI Medium to Long Duration Fund-Growth - Direct
120690,UTI Medium to Long Duration Fund - Direct Plan - Quarterly IDCW
120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth
120693,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW
120694,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW
120695,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW
120696,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW
120697,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW
120700,ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth
120702,ICICI Prudential Diversified Debt Strategy Active FOF  - Direct Plan - Growth
120703,ICICI Prudential Diversified Debt Strategy Active FOF - Direct Plan -  IDCW
120705,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan
120709,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW
120710,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW
120711,ICICI Prudential Credit Risk Fund - Direct Plan - Growth
120714,UTI ELSS Tax Saver Fund - Direct Plan - IDCW
120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option
120716,UTI Nifty 50 Index Fund - Growth Option- Direct
120717,UTI Nifty 50 Index Fund - Direct Plan - IDCW
120718,UTI Short Duration Fund - Direct Plan - Growth Option
120719,UTI Short Duration Fund - Direct Plan - Quarterly IDCW
120722,ICICI Prudential Focused Equity Fund - Direct Plan - Growth
120723,ICICI Prudential Focused Equity Fund - Direct Plan - IDCW
120724,UTI Children's Equity Fund - Direct Plan - Growth Option
120725,UTI Children's Equity Fund - Direct Plan - IDCW
120726,UTI Mid Cap Fund-Growth Option- Direct
120727,UTI Mid Cap Fund - Direct Plan - IDCW
120728,UTI Infrastructure Fund-Growth Option- Direct
120729,UTI Infrastructure Fund - Direct Plan - IDCW
120730,UTI Transportation and Logistics Fund - Direct Plan - IDCW
120731,UTI-Transportation and Logistics  Fund-Growth Option- Direct
120732,UTI Banking and Financial Services Fund - Direct Plan - IDCW
120733,UTI Banking and Financial Services Fund - Direct Plan - Growth Option
120734,UTI Low Duration Fund - Direct Plan - Quarterly IDCW
120735,UTI Low Duration Fund - Direct Plan - Growth Option
120736,UTI Low Duration Fund - Direct Plan - Monthly IDCW
120737,UTI Low Duration Fund - Direct Plan - Daily IDCW (Reinvestment)
120739,UTI Low Duration Fund - Direct Plan - Weekly IDCW
120743,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth
120744,UTI Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)
120745,UTI Ultra Short Duration Fund - Direct Plan - Weekly IDCW (Reinvestment)
120746,UTI Ultra Short Duration Fund - Direct Plan - Growth Option
120747,ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW
120748,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW
120749,UTI-Dividend Yield Fund.-Growth-Direct
120750,UTI Dividend Yield Fund - Direct Plan - IDCW
120751,UTI Value Fund - Direct Plan - Growth Option
120752,UTI Value Fund - Direct Plan - IDCW
120753,ICICI Prudential Short Term Fund - Direct Plan - Reinvestment of IDCW Fortnightly
120754,ICICI Prudential Short Term Fund - Direct Plan - Growth Option
120755,ICICI Prudential Short Term Fund - Direct Plan - Monthly IDCW
120760,UTI Multi Asset Allocation Fund - Direct Plan - Growth Option
120761,UTI Multi Asset Allocation Fund - Direct Plan - IDCW
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option
120763,UTI Dynamic Bond Fund - Direct Plan - Quarterly IDCW
120764,UTI Credit Risk Fund - Direct Plan - Growth Option
120765,UTI Credit Risk Fund - Direct Plan - Quarterly IDCW
120766,UTI Retirement Fund- Direct Plan
120771,UTI Children's Hybrid Fund - Direct Plan
120772,UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment)
120777,UTI Liquid Fund - Direct Plan - Weekly IDCW
120778,UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW
120779,UTI Conservative Hybrid Fund - Direct Plan - Growth Option
120780,UTI India Consumer Fund - Direct Plan - Growth Option
120781,UTI India Consumer Fund - Direct Plan - IDCW
120782,UTI Healthcare Fund - Direct Plan - Growth Option
120783,UTI Healthcare Fund - Direct Plan - IDCW
120784,UTI - Unit Linked Insurance Plan- Direct
120785,UTI - Overnight Fund - Direct Plan - Growth Option
120786,UTI Overnight Fund - Direct Plan - Periodic IDCW
120789,UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW
120790,UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option
120791,UTI Gilt Fund - Direct Plan - IDCW
120792,UTI - GILT FUND - Direct Plan - Growth Option
120793,UTI Money Market Fund - Direct Plan - Weekly IDCW
120794,UTI Liquid Fund - Direct Plan - Monthly IDCW
120795,UTI Arbitrage Fund - Direct Plan - Growth Option
120796,UTI Arbitrage Fund - Direct Plan - IDCW
120818,quant Aggressive Hybrid Fund-IDCW Option-Direct Plan
120819,quant Aggressive Hybrid Fund-Growth Option-Direct Plan
120820,quant Multi Asset Allocation Fund - IDCW Option - Direct Plan
120821,quant Multi Asset Allocation Fund-GROWTH OPTION-Direct Plan
120822,quant Multi Cap Fund-IDCW Option - Direct Plan
120823,quant Multi Cap Fund-GROWTH OPTION-Direct Plan
120824,quant Large & Mid Cap Fund - Bonus Option-Direct Plan
120825,quant Large & Mid Cap Fund - IDCW Option - Direct Plan
120826,quant Large & Mid Cap Fund - Growth Option-Direct Plan
120827,quant Small Cap Fund - IDCW Option - Direct Plan
120828,quant Small Cap Fund - Growth Option - Direct Plan
120832,quant Infrastructure Fund - IDCW Option - Direct Plan
120833,quant Infrastructure Fund - Growth Option-Direct Plan
120834,quant Focused Fund - Growth Option-Direct Plan
120835,quant Focused Fund - IDCW Option - Direct Plan
120836,quant Liquid Fund-Daily IDCW Option - Direct Plan
120837,quant Liquid Fund - Growth Option - Direct Plan
120838,quant Liquid Fund - Monthly IDCW Option - Direct Plan
120839,quant Liquid Fund - Weekly IDCW Option - Direct Plan
120840,quant Mid Cap Fund - IDCW Option - Direct Plan
120841,quant Mid Cap Fund - Growth Option - Direct Plan
120842,quant Flexi Cap Fund - IDCW Option - Direct Plan
120843,quant Flexi Cap Fund - Growth Option-Direct Plan
120846,quant ELSS Tax Saver Fund - IDCW Option - Direct Plan
120847,quant ELSS Tax Saver Fund - Growth Option - Direct Plan
120870,ICICI Prudential Smallcap Fund - Direct Plan - IDCW
121109,SBI BSE SENSEX ETF
121146,Nippon India ETF Nifty 100
121279,Bandhan Banking and PSU Fund - Direct Growth
121280,Bandhan Banking and PSU Fund - Regular Growth
121281,Bandhan Banking and PSU Fund - Direct IDCW
121282,Bandhan Banking and PSU Fund - Regular IDCW
121366,ICICI Prudential Nifty 50 ETF
121891,UTI Ultra Short Duration Fund - Regular Plan - Flexi IDCW
121892,UTI Ultra Short Duration Fund - Direct Plan - Flexi IDCW
121931,Bandhan Banking and PSU Fund - Regular Fortnightly IDCW
121932,Bandhan Banking and PSU Fund - Regular Monthly IDCW
121933,Bandhan Banking and PSU Fund - Regular Annual IDCW
121934,Bandhan Banking and PSU Fund - Direct Fortnightly IDCW
121935,Bandhan Banking and PSU Fund - Direct Monthly IDCW
121937,Bandhan Banking and PSU Fund - Regular Quarterly IDCW
121938,Bandhan Banking and PSU Fund - Direct Quarterly IDCW
121940,SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
121944,SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
122168,ICICI Prudential Balanced Advantage Fund - Monthly IDCW
122235,L&T Liquid Fund - Direct Plan - Weekly IDCW
122236,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW
122315,JM Dynamic Bond Fund - (Direct) - Bonus Option-Principal Units
122323,JM Dynamic Bond Fund (Regular) - Bonus Option - Principal Units
122387,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option
122388,Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment
122389,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option
122390,Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment
122443,Franklin India Money Market Fund Retail Option - Daily - IDCW
122444,Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW
122531,ICICI Prudential Savings Fund - Monthly IDCW
122606,ICICI Prudential Floating Interest Fund - Monthly IDCW
122607,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option
122618,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth
122640,Parag Parikh Flexi Cap Fund - Regular Plan - Growth
122643,Aditya Birla Sun Life Floating Rate Fund-Regular - DAILY IDCW
122644,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth
122645,Aditya Birla Sun Life Floating Rate Fund-Direct - daily IDCW
122646,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth
122647,Aditya Birla Sun Life Floating Rate Fund-REGULAR - WEEKLY IDCW
122648,Aditya Birla Sun Life Floating Rate Fund-Direct - weekly IDCW
122649,Aditya Birla Sun Life Floating Rate Fund-RETAIL - WEEKLY IDCW
122650,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth
122651,ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW
122711,360 ONE Dynamic Bond Fund Regular Plan Bonus
122712,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend
122715,360 ONE Dynamic Bond Fund Direct Plan Growth
122719,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend
122720,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend
122721,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend
122748,ICICI Prudential Savings Fund - Fortnightly IDCW
122765,NIPPON INDIA AGGRESSIVE HYBRID FUND - QUARTERLY IDCW Option
122766,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option
122786,Invesco India Liquid Fund - Bonus Option
122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW
122891,ICICI Prudential Floating Interest Fund - Quarterly IDCW
122904,ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW
122982,ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW
122995,ICICI Prudential Savings Fund - Quarterly IDCW
123004,ICICI Prudential Nifty 100 ETF
123287,DSP Savings Fund - Regular Plan - IDCW - Daily
123288,DSP Savings Fund - Direct Plan -  IDCW - Daily
123635,IDBI Equity Advantage Fund - IDCW Direct
123636,IDBI Equity Advantage Fund - IDCW Regular
123637,IDBI Equity Advantage Fund - Growth Direct
123638,IDBI Equity Advantage Fund - Growth Regular
123651,ICICI Prudential Global Stable Equity Fund (FOF) - Growth
123652,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW
123653,ICICI Prudential Global Stable Equity Fund (FOF) - IDCW
123654,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth
123690,Kotak Banking and PSU Debt - Growth
123691,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option
123692,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option
123693,Kotak Banking and PSU Debt Direct - Growth
123704,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option
123705,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
123706,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
123707,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
123708,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option
123709,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
123710,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
123711,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
124172,DSP Banking & PSU Debt Fund - Regular Plan - Growth
124173,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest
124174,DSP Banking & PSU Debt Fund - Regular Plan - IDCW
124175,DSP Banking & PSU Debt Fund - Direct Plan - Growth
124176,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly
124177,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly
124178,DSP Banking & PSU Debt Fund - Direct Plan - IDCW
124179,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly
124180,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly
124181,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly
124182,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest
124183,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly
124233,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth
124234,Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth
124265,UTI Overnight Fund - Regular Plan - Daily IDCW
124266,UTI Overnight Fund - Direct Plan - Daily IDCW
124303,Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment
124305,Motilal Oswal Ultra Short Term Fund Regular - IDCW Quarterly Payout/Reinvestment
124306,Motilal Oswal Ultra Short Term Fund Direct - IDCW Weekly Reinvestment
124308,Motilal Oswal Ultra Short Term Fund Direct Plan - IDCW Monthly Payout/Reinvestment
124310,Motilal Oswal Ultra Short Term Fund Regular - IDCW Weekly Reinvestment
124311,Motilal Oswal Ultra Short Term Fund Direct - IDCW Fortnightly Reinvestment
124312,Motilal Oswal Ultra Short Term Fund Direct - IDCW Quarterly Payout/Reinvestment
124313,Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment
124315,Motilal Oswal Ultra Short Term Fund Regular - IDCW Monthly Payout/Reinvestment
124316,Motilal Oswal Ultra Short Term Fund Direct - IDCW Daily Reinvestment
124589,NIPPON INDIA FLOATER FUND - IDCW Option
124590,NIPPON INDIA FLOATER FUND - DIRECT Plan - IDCW Option
124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW
124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW
124962,UTI Short Duration Fund - Direct Plan - Flexi IDCW
125045,UTI Short Duration Fund - Regular Plan - Flexi IDCW
125110,Baroda ELSS 96 Fund - Plan A- Bonus Option
125111,Baroda ELSS 96 - Plan B (Direct)- Bonus Option
125216,ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW
125259,360 ONE LIQUID FUND REGULAR PLAN  GROWTH
125264,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option
125265,NIPPON INDIA LOW DURATION FUND - IDCW Option
125266,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option
125267,NIPPON INDIA CORPORATE BOND FUND - IDCW Option
125268,NIPPON INDIA SHORT DURATION FUND - IDCW Option
125269,NIPPON INDIA SHORT DURATION FUND - Direct Plan - IDCW Option
125301,PGIM India Midcap Fund - Direct Plan - Dividend Option - Payout
125305,PGIM India Midcap Fund - Regular Plan - Growth Option
125306,PGIM India Midcap Fund - Regular Plan - Dividend Option - Payout
125307,PGIM India Midcap Fund - Direct Plan - Growth Option
125337,360 ONE LIQUID FUND REGULAR PLAN  WEEKLY DIVIDEND
125342,360 ONE LIQUID FUND REGULAR PLAN  DAILY DIVIDEND REINVESTMENT
125343,360 ONE LIQUID FUND DIRECT PLAN  WEEKLY DIVIDEND
125345,360 ONE LIQUID FUND DIRECT PLAN  GROWTH
125349,360 ONE LIQUID FUND DIRECT PLAN  DAILY DIVIDEND REINVESTMENT
125350,Axis Small Cap Fund - Regular Plan - Growth
125351,Axis Small Cap Fund - Direct Plan - IDCW
