scheme_code,months,years,total_invested,final_value,gain,cagr_percent
100086,132,11.0,132000.0,131676.16524790824,-323.8347520917596,-0.022327578225622702
100087,132,11.0,132000.0,186314.7773975124,54314.7773975124,3.1826482349848195
100088,132,11.0,132000.0,135258.8009000486,3258.8009000486054,0.22195563375657645
100089,132,11.0,132000.0,135244.725801933,3244.725801933004,0.22100748467484
100119,132,11.0,132000.0,324649.0445751535,192649.0445751535,8.525283016328288
100120,132,11.0,132000.0,171642.56090379276,39642.560903792764,2.416110321665932
100123,132,11.0,132000.0,135538.80733667198,3538.8073366719764,0.24079925443449834
100124,132,11.0,132000.0,180871.01374473152,48871.01374473152,2.9048663311026957
100174,132,11.0,132000.0,369983.2114633571,237983.2114633571,9.822580531859026
100175,132,11.0,132000.0,424564.85577571415,292564.85577571415,11.205061726413422
100176,132,11.0,132000.0,469918.6216542071,337918.6216542071,12.235876417357417
100177,132,11.0,132000.0,478430.2678026924,346430.2678026924,12.419184032262143
100218,132,11.0,132000.0,184092.09491193364,52092.094911933644,3.0701331662015052
100219,132,11.0,132000.0,268392.3824701646,136392.38247016462,6.663993908263732
100220,132,11.0,132000.0,288245.4692437174,156245.46924371738,7.358225243608252
100221,132,11.0,132000.0,293822.62988115917,161822.62988115917,7.545424294473846
100222,132,11.0,132000.0,169148.04351269393,37148.04351269393,2.279895834454715
100223,132,11.0,132000.0,169147.61177762743,37147.61177762743,2.2798721016841217
100233,132,11.0,132000.0,132071.22582708922,71.22582708921982,0.004904157277496601
100234,132,11.0,132000.0,183645.12529982734,51645.12529982734,3.0473579355659863
100244,132,11.0,132000.0,183646.1716355864,51646.17163558639,3.047411310175918
100247,132,11.0,132000.0,183627.0625980983,51627.0625980983,3.046436495910787
100254,132,11.0,132000.0,339112.56117734493,207112.56117734493,8.956166141540756
100264,132,11.0,132000.0,167341.41251282714,35341.41251282714,2.180098763155147
100265,132,11.0,132000.0,184577.1245295455,52577.12452954549,3.0947909318879363
100280,132,11.0,132000.0,130298.780755721,-1701.2192442789965,-0.11785591083249836
100281,132,11.0,132000.0,184597.4841162323,52597.484116232314,3.095824676703929
100286,132,11.0,132000.0,252540.79559550024,120540.79559550024,6.075314596642034
100299,132,11.0,132000.0,186780.44066469962,54780.44066469962,3.2060660182474665
100300,132,11.0,132000.0,186780.04547735563,54780.04547735563,3.2060461671469476
100312,132,11.0,132000.0,234780.16179017667,102780.16179017667,5.374426553727529
100313,132,11.0,132000.0,247937.12966714788,115937.12966714788,5.898050969072788
100314,132,11.0,132000.0,177166.86199987293,45166.86199987293,2.711473618769422
100315,132,11.0,132000.0,185486.61916372125,53486.61916372125,3.140869136210811
100316,132,11.0,132000.0,175478.37672459098,43478.376724590984,2.622095786738754
100317,132,11.0,132000.0,181371.07212532876,49371.07212532876,2.9306978418638385
100318,132,11.0,132000.0,181425.80266429466,49425.802664294664,2.9335211246140247
100319,132,11.0,132000.0,181424.80119614318,49424.80119614318,2.933469470689576
100321,132,11.0,132000.0,146984.27944244622,14984.279442446219,0.9822813478979731
100323,132,11.0,132000.0,232467.0343954435,100467.03439544351,5.279621063159112
100325,132,11.0,132000.0,233705.65731642174,101705.65731642174,5.33049318305252
100332,132,11.0,132000.0,225448.62824697944,93448.62824697944,4.986623774650023
100348,132,11.0,132000.0,202669.60780565577,70669.60780565577,3.974923311429701
100349,132,11.0,132000.0,360780.68994229886,228780.68994229886,9.571400824877374
100351,132,11.0,132000.0,150718.10688528945,18718.106885289453,1.2128352570498935
100352,132,11.0,132000.0,239304.0379707606,107304.0379707606,5.557412508166992
100353,132,11.0,132000.0,144110.63874839852,12110.638748398516,0.8011870688433564
100354,132,11.0,132000.0,299415.0435225954,167415.04352259543,7.7299194337111965
100355,132,11.0,132000.0,224406.21240742272,92406.21240742272,4.942400675242031
100356,132,11.0,132000.0,351552.49266357726,219552.49266357726,9.31360189374728
100357,93,7.75,93000.0,93458.8920623713,458.89206237130566,0.06353229421083295
100363,132,11.0,132000.0,392859.79329639225,260859.79329639225,10.423200881506878
100364,93,7.75,93000.0,92952.69569040908,-47.30430959092337,-0.006564660590935301
100365,132,11.0,132000.0,189057.37303162206,57057.37303162206,3.31981217180084
100367,132,11.0,132000.0,134530.81270175052,2530.8127017505176,0.17279767740145946
100368,132,11.0,132000.0,162705.6843176406,30705.68431764061,1.9194715392329753
100369,132,11.0,132000.0,198976.07745068148,66976.07745068148,3.8012177596369545
100375,132,11.0,132000.0,224871.4850663545,92871.48506635451,4.962162271425541
100376,132,11.0,132000.0,407388.9010761175,275388.9010761175,10.788355188994414
100377,132,11.0,132000.0,407275.30453651655,275275.30453651655,10.785546443492589
100378,132,11.0,132000.0,198750.65234034543,66750.65234034543,3.7905214260227638
100379,132,11.0,132000.0,311231.8583566718,179231.85835667182,8.109673533915828
100380,132,11.0,132000.0,311218.1312819339,179218.13128193392,8.109240048460808
100383,132,11.0,132000.0,134791.27361341083,2791.2736134108272,0.19041321972403935
100384,132,11.0,132000.0,133232.88726834304,1232.8872683430382,0.08455123768493777
100385,132,11.0,132000.0,132959.92593099532,959.9259309953195,0.06589307671271971
100386,132,11.0,132000.0,132922.38003519046,922.3800351904647,0.06332391851078256
100387,132,11.0,132000.0,187370.37240940979,55370.372409409785,3.2356570576475674
100388,132,11.0,132000.0,187273.94454030183,55273.94454030183,3.230826021299271
100414,132,11.0,132000.0,244721.771554616,112721.77155461599,5.772460464472595
100415,132,11.0,132000.0,266294.48682923464,134294.48682923464,6.587928562858081
100417,93,7.75,93000.0,104589.72684029535,11589.726840295349,1.5269710597042074
100418,93,7.75,93000.0,114041.3228950109,21041.322895010904,2.666696229851806
100470,132,11.0,132000.0,159697.09883007,27697.098830069997,1.7466880397404516
100471,132,11.0,132000.0,269431.2250077603,137431.22500776028,6.7014602955496105
100472,132,11.0,132000.0,190786.67457163552,58786.67457163552,3.405371837862581
100473,132,11.0,132000.0,333390.3841285722,201390.3841285722,8.787731738049409
100474,132,11.0,132000.0,190930.6444412275,58930.64444122749,3.4124631249690784
100475,132,11.0,132000.0,280103.31531829195,148103.31531829195,7.078931507553321
100476,132,11.0,132000.0,239783.99237924285,107783.99237924285,5.576641229683532
100477,132,11.0,132000.0,310600.0869227903,178600.08692279027,8.089704876796699
100480,132,11.0,132000.0,283581.80238985614,151581.80238985614,7.199142543868775
100484,132,11.0,132000.0,277931.73343485896,145931.73343485896,7.0031951119894575
100493,132,11.0,132000.0,177781.83141932337,45781.83141932337,2.7438339567674497
100494,132,11.0,132000.0,130823.17425090236,-1176.8257490976393,-0.08137892469171071
100496,132,11.0,132000.0,328161.86333198845,196161.86333198845,8.631514498502014
100497,132,11.0,132000.0,199080.73126086927,67080.73126086927,3.8061797982200885
100498,92,7.666666666666667,92000.0,121185.16567046892,29185.165670468923,3.659244479643897
100499,92,7.666666666666667,92000.0,140995.70191840825,48995.701918408246,5.7267695319656475
100503,92,7.666666666666667,92000.0,128583.2290648337,36583.22906483369,4.463545307252792
100504,92,7.666666666666667,92000.0,128182.76928033616,36182.76928033616,4.421051897761319
100519,132,11.0,132000.0,213240.00857099303,81240.00857099303,4.4566003793761855
100520,132,11.0,132000.0,318566.2142763831,186566.2142763831,8.33883523580976
100521,132,11.0,132000.0,201465.46905703473,69465.46905703473,3.918611492155244
100522,132,11.0,132000.0,371001.3709048615,239001.37090486148,9.850020910526535
100524,132,11.0,132000.0,218508.14611023501,86508.14611023501,4.688608521621962
100525,132,11.0,132000.0,193390.00663109976,61390.006631099764,3.532855108647026
100526,132,11.0,132000.0,305969.96037847945,173969.96037847945,7.942221257538251
100527,132,11.0,132000.0,133088.64352793008,1088.6435279300786,0.07469585000181578
100528,132,11.0,132000.0,195266.55330489422,63266.553304894216,3.6237842075024673
100529,132,11.0,132000.0,130166.84352797172,-1833.1564720282768,-0.12705451954947433
100530,132,11.0,132000.0,124499.1671734462,-7500.8328265538,-0.530432720799412
100531,132,11.0,132000.0,123709.40202264888,-8290.59797735112,-0.5879614236088293
100535,132,11.0,132000.0,137479.17965217083,5479.179652170831,0.37041673828863697
100536,132,11.0,132000.0,211851.64936973888,79851.64936973888,4.394589903884194
100537,132,11.0,132000.0,131945.88117183806,-54.118828161939746,-0.0037278868014634092
100538,132,11.0,132000.0,177554.63517630604,45554.63517630604,2.7318905215037548
100541,132,11.0,132000.0,131847.61464533405,-152.38535466595204,-0.010500370289323602
100546,132,11.0,132000.0,184735.12464752886,52735.124647528864,3.1028105677500806
100547,132,11.0,132000.0,131954.48420076267,-45.51579923732788,-0.0031351883412411574
100548,132,11.0,132000.0,133245.42499460053,1245.4249946005293,0.08540741384122086
100549,132,11.0,132000.0,165045.54251864596,33045.54251864596,2.0518535467908494
100550,132,11.0,132000.0,265913.9123946449,133913.91239464493,6.5740713763884795
100593,132,11.0,132000.0,214361.00020561612,82361.00020561612,4.506401756389011
100596,132,11.0,132000.0,136905.02371915002,4905.02371915002,0.33223709991032635
100597,132,11.0,132000.0,183822.0712940227,51822.071294022695,3.0563801963492176
100600,132,11.0,132000.0,123026.76822916805,-8973.231770831946,-0.6379560279761609
100601,132,11.0,132000.0,206026.19280505035,74026.19280505035,4.130304150624298
100602,132,11.0,132000.0,144014.52177520306,12014.521775203058,0.7950733043718072
100603,132,11.0,132000.0,174224.9487509069,42224.948750906886,2.5552401288978066
100604,126,10.5,126000.0,165542.462686182,39542.462686182,2.6335653259716763
100608,121,10.083333333333334,121000.0,154481.04494515568,33481.04494515568,2.4522039255560735
100609,126,10.5,126000.0,138379.11226023047,12379.112260230468,0.8965206192643072
100610,126,10.5,126000.0,142354.0479353393,16354.047935339302,1.1690216277514098
100614,132,11.0,132000.0,172528.40255501893,40528.402555018925,2.464049439603899
100630,132,11.0,132000.0,329886.19060331176,197886.19060331176,8.683282295826334
100631,132,11.0,132000.0,353851.19379267533,221851.19379267533,9.378388689537488
100638,132,11.0,132000.0,178496.07295735853,46496.07295735853,2.781290614848664
100639,132,11.0,132000.0,194484.97255321298,62484.97255321298,3.586009231148468
100640,132,11.0,132000.0,194483.42419565015,62483.42419565015,3.585934259821477
100641,132,11.0,132000.0,187855.95977814938,55855.95977814938,3.2599506895498065
100643,132,11.0,132000.0,364577.3864430182,232577.38644301821,9.675728275402973
100644,132,11.0,132000.0,305943.8197577066,173943.8197577066,7.941382854896228
100645,132,11.0,132000.0,289392.6550460627,157392.65504606272,7.3969982548889535
100646,132,11.0,132000.0,206523.8921250012,74523.8921250012,4.153147125159773
100650,132,11.0,132000.0,197288.16100131988,65288.16100131988,3.7208576932112214
100651,132,11.0,132000.0,271037.9904702938,139037.9904702938,6.759151267923436
100663,132,11.0,132000.0,294860.4750380208,162860.4750380208,7.57990294791937
100664,132,11.0,132000.0,333765.7264742554,201765.72647425538,8.798860313791558
100668,132,11.0,132000.0,238121.68766869447,106121.68766869447,5.50989326537179
100669,132,11.0,132000.0,265516.2619855973,133516.26198559732,6.559573158234744
100678,132,11.0,132000.0,214424.27304509107,82424.27304509107,4.509205662700033
100682,132,11.0,132000.0,232586.7563177689,100586.75631776889,5.284548967739888
100684,132,11.0,132000.0,284680.4358282346,152680.4358282346,7.236831100999286
100685,132,11.0,132000.0,181313.90486108128,49313.904861081275,2.9277480331727723
100723,132,11.0,132000.0,186319.7086862013,54319.70868620131,3.182896503636723
100724,132,11.0,132000.0,186316.67850846902,54316.67850846902,3.1827439482503106
100725,132,11.0,132000.0,163185.90114363807,31185.901143638068,1.946781255795016
100739,132,11.0,132000.0,232391.00901112912,100391.00901112912,5.2764905650572125
100740,132,11.0,132000.0,242654.05393792523,110654.05393792523,5.69090139250108
100741,132,11.0,132000.0,182698.7215302261,50698.72153022609,2.9989673690406393
100742,132,11.0,132000.0,170563.19814099505,38563.19814099505,2.357393488860615
100780,114,9.5,114000.0,117690.79243663492,3690.792436634918,0.33595605819340957
100781,114,9.5,114000.0,152000.33650918974,38000.33650918974,3.074573667267
100782,114,9.5,114000.0,115660.3876340136,1660.3876340136048,0.1523238511639935
100783,114,9.5,114000.0,120446.6026696327,6446.602669632703,0.5807120006403377
100784,132,11.0,132000.0,189762.59037167433,57762.590371674334,3.354789372250644
100785,126,10.5,126000.0,164224.19170100306,38224.19170100306,2.5554448204283764
100786,132,11.0,132000.0,156077.83854127757,24077.838541277568,1.5348683570338695
100787,117,9.75,117000.0,140276.23132993304,23276.23132993304,1.8783422385459048
100788,126,10.5,126000.0,158372.78672587563,32372.78672587563,2.2016945191551063
100789,132,11.0,132000.0,195003.92165187036,63003.92165187036,3.6111061818608903
100793,132,11.0,132000.0,131372.03289999405,-627.9671000059461,-0.043342228278098194
100794,132,11.0,132000.0,197401.9298352448,65401.92983524481,3.7262937237286797
100795,132,11.0,132000.0,325025.3199647481,193025.3199647481,8.536711832221954
100806,132,11.0,132000.0,317021.82662931806,185021.82662931806,8.290982474998355
100807,132,11.0,132000.0,317021.2450461258,185021.24504612578,8.290964414794267
100813,132,11.0,132000.0,5617455.017560927,5485455.017560927,40.63317716229271
100814,132,11.0,132000.0,6632352.7412622785,6500352.7412622785,42.77260394914384
100820,132,11.0,132000.0,227561.79221660603,95561.79221660603,5.075704474156506
100821,132,11.0,132000.0,275028.02792383626,143028.02792383626,6.901080056367892
100822,132,11.0,132000.0,288617.0235547805,156617.02355478052,7.370798510268051
100823,132,11.0,132000.0,287451.6624636734,155451.6624636734,7.3313136627984
100833,132,11.0,132000.0,132241.19735330687,241.19735330686672,0.01659760707999336
100835,132,11.0,132000.0,183577.68767308528,51577.68767308528,3.04391729305149
100837,132,11.0,132000.0,177026.22982299278,45026.229822992784,2.704059061389641
100838,132,11.0,132000.0,132044.15034457977,44.15034457977163,0.0030401951587322174
100842,132,11.0,132000.0,131995.44925872606,-4.550741273938911,-0.0003134168449214769
100843,132,11.0,132000.0,132050.27372842925,50.273728429252515,0.0034617787331603367
100844,132,11.0,132000.0,132491.69784306057,491.6978430605668,0.0338062865702593
100851,132,11.0,132000.0,184056.76903319568,52056.769033195684,3.0683349749943023
100852,132,11.0,132000.0,131994.92890093577,-5.071099064225564,-0.00034925534574403727
100853,132,11.0,132000.0,132048.15143559786,48.151435597857926,0.0033156648365118002
100855,132,11.0,132000.0,132074.7876014796,74.7876014795911,0.005149335271403821
100856,132,11.0,132000.0,196756.72948994103,64756.72948994103,3.695427361243553
100857,132,11.0,132000.0,135913.78427970305,3913.784279703046,0.26597876122227415
100858,132,11.0,132000.0,137302.50603313604,5302.506033136044,0.3586839391723551
100859,132,11.0,132000.0,196757.10415525592,64757.10415525592,3.6954453119042885
100864,132,11.0,132000.0,214819.82217175723,82819.82217175723,4.526717207649389
100865,132,11.0,132000.0,270823.37592589046,138823.37592589046,6.7514635441319415
100868,132,11.0,132000.0,1494566.772102494,1362566.772102494,24.68461073662709
100874,132,11.0,132000.0,825348.6193775953,693348.6193775953,18.132503810549096
100875,132,11.0,132000.0,824999.828626582,692999.828626582,18.12796452302077
100876,132,11.0,132000.0,826136.7423686301,694136.7423686301,18.142754306114917
100900,132,11.0,132000.0,289649.78992802097,157649.78992802097,7.405669822417904
100915,132,11.0,132000.0,346822.07919402217,214822.07919402217,9.179058790758155
100927,132,11.0,132000.0,197552.16890266768,65552.16890266768,3.733467989552608
100928,132,11.0,132000.0,202026.40278371007,70026.40278371007,3.94488164359057
100929,132,11.0,132000.0,206390.19230539113,74390.19230539113,4.147015606368365
100948,132,11.0,132000.0,202627.32363923927,70627.32363923927,3.9729510419258762
100949,132,11.0,132000.0,129680.56747510159,-2319.4325248984096,-0.16103083511880278
100950,132,11.0,132000.0,127371.09039470236,-4628.909605297638,-0.32399332498807
100968,132,11.0,132000.0,221175.13324888315,89175.13324888315,4.804129947879843
100997,85,7.083333333333333,85000.0,112414.37808476662,27414.37808476662,4.025362552754541
100998,85,7.083333333333333,85000.0,160289.54044253007,75289.54044253007,9.368480317945815
100999,132,11.0,132000.0,177157.3614978122,45157.361497812206,2.7109728918677467
101001,132,11.0,132000.0,196615.74960414533,64615.74960414533,3.6886706405439673
101002,132,11.0,132000.0,198830.30323858617,66830.30323858617,3.7943020895218504
101003,132,11.0,132000.0,185430.17284231188,53430.17284231188,3.1380153512713838
101042,132,11.0,132000.0,182476.5979508164,50476.59795081639,2.9875769561992893
101044,132,11.0,132000.0,134574.49233604808,2574.4923360480752,0.17575398935993913
101048,132,11.0,132000.0,188776.8616010073,56776.86160100729,3.3058664517034098
101049,132,11.0,132000.0,175388.23973881404,43388.23973881404,2.6173025482351786
101065,132,11.0,132000.0,377548.3898836121,245548.3898836121,10.024851258404777
101066,132,11.0,132000.0,378999.96335181285,246999.96335181285,10.063240251319616
101069,132,11.0,132000.0,314262.9820662257,182262.98206622573,8.204969943085615
101070,132,11.0,132000.0,336485.81011801626,204485.81011801626,8.879170146160241
101071,132,11.0,132000.0,417179.75812569127,285179.75812569127,11.027805070730935
101072,132,11.0,132000.0,416831.85794543754,284831.85794543754,11.01938462318075
101078,132,11.0,132000.0,131999.99999999985,-1.4551915228366852e-10,-1.1102230246251565e-14
101083,132,11.0,132000.0,185390.1757988369,53390.17579883689,3.1359927226146223
101084,132,11.0,132000.0,138890.70217988975,6890.702179889748,0.4636660377924873
101127,132,11.0,132000.0,279941.4153972529,147941.4153972529,7.073303510522488
101143,132,11.0,132000.0,202775.67833171776,70775.67833171776,3.9798691362000316
101144,132,11.0,132000.0,350791.0734774688,218791.0734774688,9.292057062774294
101161,132,11.0,132000.0,358594.0410612141,226594.0410612141,9.510861199194775
101162,132,11.0,132000.0,358594.0414993981,226594.04149939812,9.510861211359934
101163,132,11.0,132000.0,237179.93634107482,105179.93634107482,5.471890099226284
101165,132,11.0,132000.0,131140.85694700622,-859.1430529937788,-0.059345412509026474
101169,132,11.0,132000.0,243343.3137881992,111343.31378819919,5.7181585311300465
101181,132,11.0,132000.0,169148.37656953634,37148.37656953634,2.2799141427785274
101184,132,11.0,132000.0,125320.27287958829,-6679.727120411713,-0.4709717881793085
101185,132,11.0,132000.0,183717.52355577188,51717.523555771884,3.05105038931921
101186,93,7.75,93000.0,114079.32518060163,21079.325180601634,2.671110026697976
101187,132,11.0,132000.0,186513.41903805884,54513.41903805884,3.192644243115761
101188,132,11.0,132000.0,156533.62882605664,24533.628826056636,1.561788077921733
101198,132,11.0,132000.0,271026.86848306964,139026.86848306964,6.7587530023645925
101199,132,11.0,132000.0,271025.6574585857,139025.6574585857,6.758709636074989
101200,132,11.0,132000.0,272760.7672579298,140760.76725792978,6.820663255642745
101201,132,11.0,132000.0,272749.3361841092,140749.3361841092,6.8202562729094085
101206,132,11.0,132000.0,177520.3000218046,45520.30002180461,2.7300843550828846
101209,132,11.0,132000.0,253542.69521529067,121542.69521529067,6.113503080100857
101222,132,11.0,132000.0,154928.7082052007,22928.708205200703,1.466680289184974
101224,93,7.75,93000.0,114223.09227154149,21223.092271541493,2.6877963583693543
101228,132,11.0,132000.0,317098.8400356747,185098.8400356747,8.29337374616319
101232,125,10.416666666666666,125000.0,475450.72596107866,350450.72596107866,13.683848758663842
101236,125,10.416666666666666,125000.0,420491.4529891823,295491.4529891823,12.351099608539329
101238,125,10.416666666666666,125000.0,421279.9552830306,296279.9552830306,12.371307757207962
101242,125,10.416666666666666,125000.0,420432.15493866516,295432.15493866516,12.349578502510683
101244,125,10.416666666666666,125000.0,477345.3472731976,352345.3472731976,13.727260373003713
101262,132,11.0,132000.0,376522.35747216083,244522.35747216083,9.997635299808838
101263,132,11.0,132000.0,376522.35634950735,244522.35634950735,9.997635269993088
101264,132,11.0,132000.0,238619.3408367073,106619.3408367073,5.529920275146516
101271,132,11.0,132000.0,216954.62843174176,84954.62843174176,4.620725228605993
101281,132,11.0,132000.0,283863.3199008521,151863.3199008521,7.208812617745042
101295,132,11.0,132000.0,254983.10463588586,122983.10463588586,6.1681661379135555
101303,132,11.0,132000.0,132154.08396441126,154.0839644112566,0.010606216897124376
101304,132,11.0,132000.0,189093.8095050223,57093.809505022306,3.321622242745814
101305,132,11.0,132000.0,137731.6846453358,5731.684645335801,0.38716168541186313
101306,132,11.0,132000.0,134784.07155333308,2784.0715533330804,0.1899265447734333
101313,132,11.0,132000.0,235040.06224917845,103040.06224917845,5.3850256724989665
101314,132,11.0,132000.0,280572.9382516692,148572.93825166923,7.095239918451712
101316,132,11.0,132000.0,192928.169026383,60928.169026382995,3.510353546990408
101317,132,11.0,132000.0,192919.2343913057,60919.23439130571,3.509917752810998
101349,132,11.0,132000.0,283656.8332721465,151656.83327214653,7.201720693364222
101351,132,11.0,132000.0,134596.24714183793,2596.247141837928,0.17722606621763948
101356,132,11.0,132000.0,136309.20777094178,4309.207770941779,0.29246292271698504
101357,132,11.0,132000.0,190248.02169481304,58248.02169481304,3.3787970780060794
101373,132,11.0,132000.0,191054.44113617713,59054.441136177134,3.418556889203872
101407,132,11.0,132000.0,178932.6515765096,46932.65157650961,2.8041188758795688
101408,132,11.0,132000.0,183804.7318426348,51804.73184263479,3.0554964278502794
101409,92,7.666666666666667,92000.0,92000.00496988256,0.004969882560544647,7.046147221245747e-07
101491,132,11.0,132000.0,261852.4613933106,129852.4613933106,6.425055293802462
101525,132,11.0,132000.0,286096.5595653106,154096.5595653106,7.28521656095642
101530,132,11.0,132000.0,310482.62646626704,178482.62646626704,8.085988186081483
101538,132,11.0,132000.0,220274.19300503287,88274.19300503287,4.765247744731149
101539,132,11.0,132000.0,343136.7821308,211136.7821308,9.073079935686224
101547,132,11.0,132000.0,176583.86926838986,44583.869268389855,2.6807015005092527
101548,132,11.0,132000.0,183328.31484163023,51328.31484163023,3.0311843961202456
101549,132,11.0,132000.0,183646.52445349595,51646.52445349595,3.047429307700078
101551,132,11.0,132000.0,246534.22128451912,114534.22128451912,5.843437142420882
101585,132,11.0,132000.0,226893.42177788742,94893.42177788742,5.047610834176819
101586,132,11.0,132000.0,147966.94898513975,15966.948985139752,1.043470287349857
101587,132,11.0,132000.0,133976.66195306103,1976.6619530610333,0.13521585856208773
101588,132,11.0,132000.0,180473.92245870485,48473.92245870485,2.8843075010906327
101591,132,11.0,132000.0,198284.63262727464,66284.63262727464,3.768373959861404
101592,132,11.0,132000.0,308339.7332445638,176339.7332445638,8.01795727831447
101593,132,11.0,132000.0,187815.84870262805,55815.84870262805,3.257946121926536
101594,132,11.0,132000.0,275897.1177315376,143897.1177315376,6.931745842964943
101599,95,7.916666666666667,95000.0,110007.6522157581,15007.652215758106,1.8699812453296882
101600,95,7.916666666666667,95000.0,100153.32806906088,5153.328069060881,0.6694994149901268
101605,93,7.75,93000.0,98895.62070522194,5895.62070522194,0.7962561583439998
101609,132,11.0,132000.0,158998.30745394723,26998.30745394723,1.7061331285629588
101617,132,11.0,132000.0,132085.95990305702,85.95990305702435,0.005918351860900728
101618,132,11.0,132000.0,132016.67950322604,16.67950322604156,0.0011486601442234345
101619,132,11.0,132000.0,195513.35511673224,63513.355116732244,3.6356839583495004
101635,132,11.0,132000.0,278382.56980225036,146382.56980225036,7.01896268545541
101636,132,11.0,132000.0,165909.3775895149,33909.37758951489,2.1002957893202057
101656,132,11.0,132000.0,248063.8408185653,116063.84081856531,5.902969865570129
101657,132,11.0,132000.0,152099.86220374473,20099.862203744735,1.2968403437722653
101659,132,11.0,132000.0,281758.41345467564,149758.41345467564,7.136297326954355
101665,132,11.0,132000.0,193633.9908306609,61633.990830660914,3.544722745713691
101667,132,11.0,132000.0,134831.1591382182,2831.1591382182087,0.1931080325757284
101669,132,11.0,132000.0,136924.74466837978,4924.744668379775,0.33355089552047357
101672,132,11.0,132000.0,316151.6492871847,184151.6492871847,8.263926656522136
101685,132,11.0,132000.0,178421.3819379278,46421.3819379278,2.777380011921071
101686,132,11.0,132000.0,128795.85875320656,-3204.1412467934424,-0.22314395352902583
101703,93,7.75,93000.0,106304.17264632804,13304.172646328036,1.7401943697541888
101705,132,11.0,132000.0,291373.26226880145,159373.26226880145,7.46361187349478
101706,132,11.0,132000.0,185127.12372344048,53127.12372344048,3.1226804301786926
101714,132,11.0,132000.0,132000.0,0.0,0.0
101737,132,11.0,132000.0,205115.49518298692,73115.49518298692,4.088375547337408
101738,132,11.0,132000.0,302490.3740852298,170490.37408522982,7.8300444770176725
101746,132,11.0,132000.0,277104.9764457801,145104.97644578008,6.974219558793426
101758,132,11.0,132000.0,197849.18329710868,65849.18329710868,3.7476365358734443
101759,93,7.75,93000.0,92660.11025747139,-339.88974252861226,-0.04723301267983704
101762,132,11.0,132000.0,370532.1837951579,238532.18379515788,9.837384381598158
101763,132,11.0,132000.0,197378.42828516086,65378.42828516086,3.7251710209640354
101764,132,11.0,132000.0,314948.0596676298,182948.05966762977,8.226392490445612
101765,132,11.0,132000.0,174418.80858009894,42418.808580098936,2.5656087999566646
101766,132,11.0,132000.0,323925.8863180657,191925.8863180657,8.503284287409407
101802,132,11.0,132000.0,195565.07967719113,63565.07967719113,3.6381761692621195
101803,93,7.75,93000.0,93514.36333614509,514.363336145092,0.07119371666146623
101804,132,11.0,132000.0,132581.29551689996,581.2955168999615,0.039954213801030036
101805,132,11.0,132000.0,187779.88269852847,55779.88269852847,3.2561483749993902
101806,132,11.0,132000.0,187785.81655191432,55785.81655191432,3.2564449979468613
101816,132,11.0,132000.0,147835.43793774926,15835.437937749259,1.0353027975245954
101818,132,11.0,132000.0,212679.53975743274,80679.53975743274,4.431611580904504
101823,132,11.0,132000.0,267419.3770236588,135419.37702365877,6.628782210493767
101824,132,11.0,132000.0,288828.5057047436,156828.5057047436,7.377948421765512
101829,132,11.0,132000.0,168117.3311828533,36117.33118285329,2.2230793966982354
101830,132,11.0,132000.0,183300.03747025598,51300.03747025598,3.029739568793466
