scheme_code,scheme_name,canonical_scheme_name,match_key,category
141840,ICICI PRUDENTIAL BSE SENSEX INDEX FUND -,ICICI PRUDENTIAL BSE SENSEX INDEX FUND -,iciciprudentialbsesensexindex,index_fund
141841,ICICI PRUDENTIAL BSE SENSEX INDEX FUND - - CUMULATIVE,ICICI PRUDENTIAL BSE SENSEX INDEX FUND - - CUMULATIVE,iciciprudentialbsesensexindexcumulative,index_fund
141842,ICICI PRUDENTIAL BSE SENSEX INDEX FUND - -,ICICI PRUDENTIAL BSE SENSEX INDEX FUND - -,iciciprudentialbsesensexindex,index_fund
141875,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,dspnifty50equalweightindex,index_fund
141876,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,dspnifty50equalweightindex,index_fund
141877,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,dspnifty50equalweightindex,index_fund
141878,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - -,dspnifty50equalweightindex,index_fund
141925,AXIS FLEXI CAP FUND - -,AXIS FLEXI CAP FUND - -,axisflexicap,multi_cap
141926,AXIS FLEXI CAP FUND - -,AXIS FLEXI CAP FUND - -,axisflexicap,multi_cap
141927,AXIS FLEXI CAP FUND - -,AXIS FLEXI CAP FUND - -,axisflexicap,multi_cap
141928,AXIS FLEXI CAP FUND - -,AXIS FLEXI CAP FUND - -,axisflexicap,multi_cap
141957,BHARAT 22 ETF,BHARAT 22 ETF,bharat22etf,index_fund
142107,MAHINDRA MANULIFE MID CAP FUND- -,MAHINDRA MANULIFE MID CAP FUND- -,mahindramanulifemidcap,mid_cap
142108,MAHINDRA MANULIFE MID CAP FUND - -,MAHINDRA MANULIFE MID CAP FUND - -,mahindramanulifemidcap,mid_cap
142109,MAHINDRA MANULIFE MID CAP FUND - -,MAHINDRA MANULIFE MID CAP FUND - -,mahindramanulifemidcap,mid_cap
142110,MAHINDRA MANULIFE MID CAP FUND - -,MAHINDRA MANULIFE MID CAP FUND - -,mahindramanulifemidcap,mid_cap
142589,DSP NIFTY 1D RATE LIQUID ETF,DSP NIFTY 1D RATE LIQUID ETF,dspnifty1drateliquidetf,index_fund
143247,ICICI PRUDENTIAL BSE 500 ETF,ICICI PRUDENTIAL BSE 500 ETF,iciciprudentialbse500etf,index_fund
143340,UTI NIFTY NEXT 50 INDEX FUND - -,UTI NIFTY NEXT 50 INDEX FUND - -,utiniftynext50index,index_fund
143341,UTI NIFTY NEXT 50 INDEX FUND - -,UTI NIFTY NEXT 50 INDEX FUND - -,utiniftynext50index,index_fund
143787,NAVI FLEXI CAP FUND - -,NAVI FLEXI CAP FUND - -,naviflexicap,multi_cap
143788,NAVI FLEXI CAP FUND -,NAVI FLEXI CAP FUND -,naviflexicap,multi_cap
143789,NAVI FLEXI CAP FUND - NORMAL,NAVI FLEXI CAP FUND - NORMAL,naviflexicapnormal,multi_cap
143790,NAVI FLEXI CAP FUND -,NAVI FLEXI CAP FUND -,naviflexicap,multi_cap
143791,NAVI FLEXI CAP FUND -,NAVI FLEXI CAP FUND -,naviflexicap,multi_cap
143792,NAVI FLEXI CAP FUND - NORMAL,NAVI FLEXI CAP FUND - NORMAL,naviflexicapnormal,multi_cap
143793,NAVI FLEXI CAP FUND - -,NAVI FLEXI CAP FUND - -,naviflexicap,multi_cap
143794,NAVI FLEXI CAP FUND - HALF YEARLY,NAVI FLEXI CAP FUND - HALF YEARLY,naviflexicaphalfyearly,multi_cap
143795,NAVI FLEXI CAP FUND -,NAVI FLEXI CAP FUND -,naviflexicap,multi_cap
143796,NAVI FLEXI CAP FUND -,NAVI FLEXI CAP FUND -,naviflexicap,multi_cap
143797,NAVI FLEXI CAP FUND - HALF YEARLY,NAVI FLEXI CAP FUND - HALF YEARLY,naviflexicaphalfyearly,multi_cap
143798,NAVI FLEXI CAP FUND -,NAVI FLEXI CAP FUND -,naviflexicap,multi_cap
144543,TATA FLEXI CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TATA FLEXI CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,tataflexicapofincomedistributioncumcapitalwithdrawal,multi_cap
144545,TATA FLEXI CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TATA FLEXI CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,tataflexicapofincomedistributioncumcapitalwithdrawal,multi_cap
144546,TATA FLEXI CAP FUND- -,TATA FLEXI CAP FUND- -,tataflexicap,multi_cap
144548,TATA FLEXI CAP FUND - -,TATA FLEXI CAP FUND - -,tataflexicap,multi_cap
144587,ICICI PRUDENTIAL NIFTY NEXT 50 ETF,ICICI PRUDENTIAL NIFTY NEXT 50 ETF,iciciprudentialniftynext50etf,index_fund
144902,SHRIRAM FLEXI CAP FUND -,SHRIRAM FLEXI CAP FUND -,shriramflexicap,multi_cap
144903,SHRIRAM FLEXI CAP FUND - -,SHRIRAM FLEXI CAP FUND - -,shriramflexicap,multi_cap
144905,SHRIRAM FLEXI CAP FUND -,SHRIRAM FLEXI CAP FUND -,shriramflexicap,multi_cap
144906,SHRIRAM FLEXI CAP FUND - -,SHRIRAM FLEXI CAP FUND - -,shriramflexicap,multi_cap
144916,SBI BSE SENSEX NEXT 50 ETF,SBI BSE SENSEX NEXT 50 ETF,sbibsesensexnext50etf,index_fund
144947,ICICI PRUDENTIAL BSE LIQUID RATE ETF -,ICICI PRUDENTIAL BSE LIQUID RATE ETF -,iciciprudentialbseliquidrateetf,index_fund
145109,AXIS LARGE & MID CAP FUND - -,AXIS LARGE & MID CAP FUND - -,axislargemidcap,mid_cap
145110,AXIS LARGE & MID CAP FUND - -,AXIS LARGE & MID CAP FUND - -,axislargemidcap,mid_cap
145111,AXIS LARGE & MID CAP FUND - -,AXIS LARGE & MID CAP FUND - -,axislargemidcap,mid_cap
145112,AXIS LARGE & MID CAP FUND - -,AXIS LARGE & MID CAP FUND - -,axislargemidcap,mid_cap
145137,INVESCO INDIA SMALLCAP FUND - -,INVESCO INDIA SMALLCAP FUND - -,invescosmallcap,small_cap
145138,INVESCO INDIA SMALLCAP FUND - - ( / ),INVESCO INDIA SMALLCAP FUND - - ( / ),invescosmallcap,small_cap
145139,INVESCO INDIA SMALLCAP FUND - -,INVESCO INDIA SMALLCAP FUND - -,invescosmallcap,small_cap
145140,INVESCO INDIA SMALLCAP FUND - - ( / ),INVESCO INDIA SMALLCAP FUND - - ( / ),invescosmallcap,small_cap
145206,TATA SMALL CAP FUND- -,TATA SMALL CAP FUND- -,tatasmallcap,small_cap
145208,TATA SMALL CAP FUND- -,TATA SMALL CAP FUND- -,tatasmallcap,small_cap
145209,TATA SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TATA SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,tatasmallcapofincomedistributioncumcapitalwithdrawal,small_cap
145210,TATA SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TATA SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,tatasmallcapofincomedistributioncumcapitalwithdrawal,small_cap
145633,MIRAE ASSET NIFTY 50 ETF,MIRAE ASSET NIFTY 50 ETF,miraeassetnifty50etf,index_fund
145648,SBI NIFTY 200 QUALITY 30 ETF,SBI NIFTY 200 QUALITY 30 ETF,sbinifty200quality30etf,index_fund
145675,BANK OF INDIA SMALL CAP FUND,BANK OF INDIA SMALL CAP FUND,bankofsmallcap,small_cap
145676,BANK OF INDIA SMALL CAP FUND,BANK OF INDIA SMALL CAP FUND,bankofsmallcap,small_cap
145677,BANK OF INDIA SMALL CAP FUND,BANK OF INDIA SMALL CAP FUND,bankofsmallcap,small_cap
145678,BANK OF INDIA SMALL CAP FUND,BANK OF INDIA SMALL CAP FUND,bankofsmallcap,small_cap
145881,ADITYA BIRLA SUNLIFE NIFTY NEXT 50 ETF,ADITYA BIRLA SUNLIFE NIFTY NEXT 50 ETF,adityabirlasunlifeniftynext50etf,index_fund
